Exposure_Condition,Group_Comparison,Timepoint,BioSpyder_Identifier,Gene_Symbol,Mean_Expression_Count,padj,log2FC,"Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 1.5
(i.e., log2FC of 0.5849)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2
(i.e., log2FC of 1)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2.5
(i.e., log2FC of 1.3219)?"
LPS,LPS vs. Saline,4h,Zfp467_60491,Zfp467,190.313,2.74E-04,-1.0004,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp51_56236,Zfp51,144.189,1.04E-02,-0.9375,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp521_56474,Zfp521,557.070,1.39E-03,-0.7226,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp558_70921,Zfp558,16.064,3.67E-02,-1.1088,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp593_64360,Zfp593,43.514,6.34E-03,0.8159,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp598_60473,Zfp598,342.480,1.29E-08,0.8514,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp60_76673,Zfp60,198.710,5.97E-04,-0.8992,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp62_80509,Zfp62,881.140,4.31E-03,-0.6752,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp623_60121,Zfp623,32.699,3.21E-02,0.8284,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp647_61753,Zfp647,37.558,7.15E-02,-0.7283,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp658_54620,Zfp658,183.647,1.69E-02,-0.8452,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp68_77853,Zfp68,631.626,4.19E-03,-0.8340,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp69_75554,Zfp69,68.100,2.23E-02,-0.9871,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp703_79982,Zfp703,43.606,1.06E-02,1.0553,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp704_59821,Zfp704,260.702,5.82E-03,-0.7870,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp715_72128,Zfp715,396.825,9.66E-04,-0.6263,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp748_67960,Zfp748,197.905,1.41E-03,-0.7708,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp760_55727,Zfp760,42.841,5.89E-05,-1.7700,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Zfp788_53834,Zfp788,156.344,5.21E-03,-0.8250,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp790_76950,Zfp790,450.445,8.51E-04,-0.6264,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp799_63269,Zfp799,252.878,5.69E-05,-0.7805,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp808_63611,Zfp808,18.448,5.97E-02,-1.1661,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp81_81994,Zfp81,116.657,1.45E-02,-0.8137,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp810_59520,Zfp810,89.675,7.73E-03,-0.7955,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp82_65245,Zfp82,22.615,4.29E-02,-1.1467,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp82_69009,Zfp82,54.095,4.22E-02,-0.7289,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp820_56096,Zfp820,26.990,9.20E-03,-1.3067,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp827_68157,Zfp827,46.389,5.38E-02,-0.7904,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp827_75327,Zfp827,26.353,2.89E-02,-1.0623,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp827_80786,Zfp827,352.652,1.25E-02,-0.8507,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp870_54514,Zfp870,414.600,9.32E-04,-0.7970,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp882_55047,Zfp882,46.049,2.82E-04,-1.3702,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Zfp9_53983,Zfp9,158.359,7.06E-03,-0.7549,Yes,No,No
LPS,LPS vs. Saline,4h,Zfp931_32235,Zfp931,101.583,1.40E-02,-1.0165,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp964_54861,Zfp964,30.589,8.14E-03,-1.0635,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp969_68812,Zfp969,506.172,2.98E-02,-1.1889,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp974_73183,Zfp974,89.402,6.44E-03,-1.0254,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zfp977_55962,Zfp977,15.408,1.12E-03,-1.8554,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Zfp983_55842,Zfp983,27.580,1.39E-02,-1.5065,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Zfp992_80059,Zfp992,306.080,9.31E-02,-0.7257,Yes,No,No
LPS,LPS vs. Saline,4h,Zfyve1_70793,Zfyve1,64.241,1.96E-02,0.6577,Yes,No,No
LPS,LPS vs. Saline,4h,Zkscan8_64714,Zkscan8,37.579,8.04E-02,-0.6832,Yes,No,No
LPS,LPS vs. Saline,4h,Zmat4_73379,Zmat4,9.495,4.20E-03,-2.6611,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Zmym3_70693,Zmym3,51.243,3.18E-02,-0.7872,Yes,No,No
LPS,LPS vs. Saline,4h,Zmym4_60248,Zmym4,85.452,9.93E-03,-0.6977,Yes,No,No
LPS,LPS vs. Saline,4h,Zmym6_80215,Zmym6,53.292,7.00E-04,-1.2101,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zmynd10_74584,Zmynd10,169.397,1.04E-02,-1.0369,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zmynd11_72219,Zmynd11,1344.256,3.26E-02,-0.6603,Yes,No,No
LPS,LPS vs. Saline,4h,Zmynd15_71320,Zmynd15,24.554,1.27E-06,1.8512,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Znfx1_67638,Znfx1,29.248,1.46E-14,3.2577,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Znfx1_76964,Znfx1,1530.026,1.06E-22,2.1828,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Znrf1_76179,Znrf1,294.476,1.55E-05,0.7814,Yes,No,No
LPS,LPS vs. Saline,4h,Zscan2_71302,Zscan2,86.863,6.68E-03,-0.7410,Yes,No,No
LPS,LPS vs. Saline,4h,Zscan26_54093,Zscan26,97.651,2.21E-02,-0.6197,Yes,No,No
LPS,LPS vs. Saline,4h,Zscan30_54541,Zscan30,16.111,5.26E-02,-1.2068,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zswim4_59488,Zswim4,122.026,1.51E-03,0.8202,Yes,No,No
LPS,LPS vs. Saline,4h,Zup1_64842,Zup1,703.041,6.12E-06,1.2378,Yes,Yes,No
LPS,LPS vs. Saline,4h,Zup1_72210,Zup1,165.816,5.78E-03,0.8006,Yes,No,No
LPS,LPS vs. Saline,4h,Zwilch_68083,Zwilch,19.517,2.28E-02,-1.5582,Yes,Yes,Yes
LPS,LPS vs. Saline,4h,Zwint_69991,Zwint,314.805,1.67E-02,0.6830,Yes,No,No
LPS,LPS vs. Saline,4h,Zxdb_80180,Zxdb,31.920,6.27E-02,0.9304,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,1110059E24Rik_76801,1110059E24Rik,568.978,1.04E-02,-0.8444,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,1110059E24Rik_79143,1110059E24Rik,944.895,2.35E-02,-0.5894,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,1190002N15Rik_55292,1190002N15Rik,52.320,1.31E-02,-0.9293,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,1810022K09Rik_78572,1810022K09Rik,221.435,2.76E-02,-1.0232,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,2700049A03Rik_59544,2700049A03Rik,42.644,2.14E-03,-1.1278,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,4833414E09RIK_29622,4833414E09RIK,404.168,4.64E-02,-0.6825,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,4921524J17Rik_80144,4921524J17Rik,177.708,1.36E-02,-0.6424,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,4930402H24Rik_73246,4930402H24Rik,131.919,1.35E-02,-0.6786,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,4930486L24Rik_55539,4930486L24Rik,115.921,8.09E-02,-0.6796,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,4932438A13Rik_78786,4932438A13Rik,172.092,3.14E-02,-0.5895,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,9530068E07Rik_54935,9530068E07Rik,1773.357,9.73E-03,-0.8411,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,9930111J21Rik1_66397,9930111J21Rik1,58.466,4.06E-03,-1.4292,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,A130071D04Rik_30094,A130071D04Rik,150.713,7.36E-02,-0.7963,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,A430005L14Rik_66210,A430005L14Rik,147.998,2.90E-02,-1.0111,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,A430078G23Rik_59861,A430078G23Rik,20.722,8.43E-02,-1.1276,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,AA415038_29464,AA415038,147.358,8.75E-03,-0.6925,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Abca5_72705,Abca5,203.349,1.08E-03,-1.2104,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Abcb1a_29435,Abcb1a,269.634,3.43E-02,-0.8468,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Abcc3_30114,Abcc3,124.524,6.70E-02,0.7053,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Abcg2_77190,Abcg2,50.151,4.00E-02,-1.3548,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Abi3_74423,Abi3,23.781,3.88E-02,1.0352,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ablim3_56880,Ablim3,113.254,7.12E-02,-0.6131,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ablim3_81978,Ablim3,211.772,8.17E-03,-0.7995,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ablim3_81979,Ablim3,229.717,4.80E-02,-0.6715,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Abraxas1_75235,Abraxas1,100.751,6.18E-02,-0.5897,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,AC132444.6_82305,AC132444.6,79.749,8.56E-02,2.1963,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,AC154343.1_64873,AC154343.1,42.069,8.62E-02,-1.1610,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Acadl_59961,Acadl,5090.419,2.52E-02,-0.6254,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Acadsb_76089,Acadsb,731.878,7.00E-02,-0.7455,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ace_29814,Ace,1967.770,3.59E-02,0.6539,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Acss3_59461,Acss3,72.058,2.38E-02,-1.1116,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Actr6_74026,Actr6,92.447,4.74E-03,-0.9308,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Acyp1_74193,Acyp1,111.145,1.92E-02,-1.2508,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adam4_68918,Adam4,25.161,4.57E-03,-1.3006,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adarb1_56966,Adarb1,83.898,3.39E-02,0.6801,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adgra3_59242,Adgra3,62.518,6.09E-02,-0.6980,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adgrd1_56894,Adgrd1,35.632,5.25E-03,-1.5577,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adgrg1_31534,Adgrg1,112.023,4.73E-02,0.6972,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adnp_30970,Adnp,283.160,9.88E-02,-0.6193,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adora1_56938,Adora1,26.436,3.38E-02,1.2474,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adrb2_30408,Adrb2,246.265,5.51E-02,-1.0237,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Adrb2_74836,Adrb2,770.719,4.05E-02,-0.6915,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Agbl3_63795,Agbl3,228.463,5.57E-03,-0.8313,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ager_77468,Ager,4050.169,8.75E-03,0.6962,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Agmo_63237,Agmo,188.964,6.42E-02,-0.8328,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Agmo_70345,Agmo,96.235,8.48E-02,-0.8349,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Agps_72641,Agps,369.418,3.59E-02,-0.7648,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ak3_65414,Ak3,362.740,2.76E-02,-0.8243,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Akt1s1_69228,Akt1s1,126.858,2.07E-02,0.7591,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Alcam_79961,Alcam,463.278,3.61E-03,-0.7602,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Aldh1a2_60261,Aldh1a2,25.267,2.75E-02,-1.8352,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Aldoa_65660,Aldoa,492.796,2.53E-03,0.8407,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Alg11_64834,Alg11,20.638,7.69E-03,-1.2756,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Alg11_67845,Alg11,36.468,6.01E-03,-1.2049,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Als2_67466,Als2,464.584,2.73E-02,-0.6200,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Alyref_79169,Alyref,220.807,2.42E-02,0.6845,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Amer1_30517,Amer1,153.680,4.72E-02,-0.5929,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Angel2_66984,Angel2,81.501,1.00E-01,-0.7034,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Angptl2_64658,Angptl2,46.426,5.42E-03,1.0526,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ankhd1_77255,Ankhd1,75.562,5.16E-02,-0.8997,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ankrd1_58025,Ankrd1,1982.672,2.81E-02,1.1842,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ankrd12_67010,Ankrd12,618.853,2.73E-02,-0.7431,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ankrd13c_69197,Ankrd13c,275.683,2.89E-02,-0.7718,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ankrd17_75068,Ankrd17,191.093,1.86E-02,-0.8933,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Anp32a_76549,Anp32a,1045.323,2.41E-04,-0.7472,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Anxa9_64066,Anxa9,86.397,6.49E-02,-0.8557,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ap1s2_57749,Ap1s2,751.632,1.30E-02,-0.8009,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ap4b1_75291,Ap4b1,61.326,2.45E-02,-0.6766,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ap4e1_76372,Ap4e1,20.668,3.78E-02,-0.8883,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ap5m1_61217,Ap5m1,110.956,7.15E-02,-0.6774,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Apc_69392,Apc,520.975,9.18E-03,-0.5906,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Api5_68047,Api5,549.459,9.88E-03,-0.6531,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Apln_32145,Apln,34.326,3.81E-02,1.0627,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Aplp2_62173,Aplp2,1919.113,2.70E-04,-0.5979,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arf1_31811,Arf1,851.174,1.50E-02,5.0599,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arfgef1_57541,Arfgef1,1890.168,6.24E-04,-0.6633,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgap22_63220,Arhgap22,121.505,3.12E-02,-0.8837,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgap27_73932,Arhgap27,45.022,3.56E-02,0.8579,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgap29_74926,Arhgap29,74.919,2.41E-02,-0.7491,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgap29_79542,Arhgap29,746.180,3.04E-02,-0.6450,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgdib_71920,Arhgdib,47.846,5.63E-02,-0.8195,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgdib_74209,Arhgdib,294.988,3.19E-02,-0.6790,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgef12_77345,Arhgef12,717.075,1.21E-02,-0.6319,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgef12_78454,Arhgef12,326.416,5.20E-03,-0.6443,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arhgef9_70347,Arhgef9,119.664,3.34E-02,-0.6844,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arid4b_71211,Arid4b,56.899,7.85E-02,-0.7294,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arl5a_68015,Arl5a,1064.942,2.53E-02,-0.6199,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arl5b_72196,Arl5b,116.797,7.49E-03,-0.7002,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Armc7_68998,Armc7,32.597,5.13E-02,-0.8552,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Armc9_67500,Armc9,46.287,8.53E-02,0.6567,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Armcx1_29986,Armcx1,192.214,1.35E-02,-0.8342,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Armcx4_61784,Armcx4,180.226,9.75E-02,-1.0733,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Armt1_77271,Armt1,94.588,5.16E-02,-0.7679,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arpc5l_79957,Arpc5l,575.217,6.98E-02,-0.6271,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arsb_80032,Arsb,178.851,5.65E-02,-0.6290,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Art1_56953,Art1,494.811,3.32E-03,2.5533,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Arxes1_29769,Arxes1,92.160,4.30E-02,-0.6072,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Asah1_29127,Asah1,326.775,8.31E-03,-0.6645,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Asb2_75471,Asb2,917.808,4.99E-02,0.9865,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Asb7_54721,Asb7,96.653,3.67E-02,-0.6083,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ascc2_58699,Ascc2,230.333,8.52E-02,0.6026,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ascc3_30129,Ascc3,181.932,6.86E-02,-0.6392,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Asf1a_57109,Asf1a,101.119,8.91E-03,-0.8237,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Asnsd1_69176,Asnsd1,938.241,1.24E-02,-0.7580,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Aspn_29620,Aspn,1207.462,2.49E-02,-0.9565,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Aspscr1_79518,Aspscr1,46.268,6.41E-03,-0.7213,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atad5_73477,Atad5,39.876,6.18E-04,-1.2495,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ate1_65202,Ate1,341.796,9.36E-03,-0.8177,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atf2_65871,Atf2,24.531,4.73E-02,-0.9926,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atg4c_54845,Atg4c,187.586,1.05E-03,-0.8523,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atg5_56773,Atg5,529.561,8.75E-03,-0.7270,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atm_74999,Atm,81.474,3.17E-03,-0.8025,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp11b_73833,Atp11b,33.816,7.66E-02,-0.7959,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp11c_65000,Atp11c,346.176,5.59E-02,-0.7650,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp2c1_29591,Atp2c1,200.205,9.21E-03,-0.7299,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp2c1_31875,Atp2c1,34.818,3.07E-02,-0.8151,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp6ap1_31301,Atp6ap1,696.831,2.53E-03,-0.7966,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp6v0d2_76694,Atp6v0d2,157.836,7.34E-02,-1.3668,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp6v1e1_75186,Atp6v1e1,926.240,3.32E-03,-0.7004,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atp9a_63433,Atp9a,838.711,4.64E-02,0.5895,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atrx_69745,Atrx,697.952,1.36E-02,-0.8077,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Atrx_71898,Atrx,539.807,2.25E-02,-0.7652,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,AU021092_61815,AU021092,650.902,4.10E-04,-1.2355,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,AW554918_57114,AW554918,178.423,2.50E-02,-0.8539,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Azi2_74043,Azi2,455.202,1.04E-02,-0.6108,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,B3gnt2_32025,B3gnt2,585.894,3.71E-02,-0.7288,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,B4galt4_78044,B4galt4,75.895,4.29E-04,-1.0103,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,B4galt6_60896,B4galt6,220.907,1.52E-02,-0.8955,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,B930025B16RIK_29140,B930025B16RIK,23.847,4.38E-02,-1.0735,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bag5_74076,Bag5,70.408,2.02E-02,0.6301,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Baz1a_71698,Baz1a,30.064,1.36E-02,-1.1242,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,BC005561_62508,BC005561,90.306,7.64E-03,-0.8279,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,BC005624_62782,BC005624,76.341,1.73E-02,0.6623,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bcap29_64701,Bcap29,26.768,6.93E-02,-1.1263,Yes,Yes,No
